IMO number	1st name	/ nationality	owner	operator	completion year	shipyard	yard / hull number	engine design	engine type	power output (KW)	maximum speed (Kn)	overall length (m)	overall beam (m)	maximum draught (m)	maximum TEU capacity	container capacity at 14t (TEU)	reefer containers (TEU)	deadweight (ton)	gross tonnage (ton)	handling gear	exname 1	exname 2	exname 3	exname 4	exname 5	exname 6	exname 7	exname 8	exname 9
9308041	SITC YOKOHAMA	Panama	SITC Ship Management	SITC	2004 / 08	Kyokuyo Shipyard Corp. , Japan	453	B&W;	6L50MC	7.998	19,1	144,80	22,40	11,00	831	600	120	12.645	9.571	None									
9303314	BBC SJARD	Antigua	Briese Schiffahrt	BBC	2009 / 07	Xingang Shipyard , Tianjin China	355/6	B&W;	6S46MCC	7.860	15,0	149,20	23,10	9,70	981	700		17.300	12.936	3 x80									
9166792	SKAGEN  MAERSK	Denmark	Maersk Line	Maersk	1999 / 08	Odense Steel Shipyard AS, Denmark	168	B&W;	12K90MC	54853	25,0	347,00	42,80	14,00	10457	6600	817	104.700	91.690	None									
9635688	SKIATHOS	Malta	Aeolos Management	Maersk	2013 / 03	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S608	SUL	8 RTFlex 82T	33.670	22,5	270,00	42,80	14,50	6900	4950	800	79.890		None									
9328039	SKIRNER	Antigua	Kahrs Jan	Unifeeder	2006 / 10	Damen Hoogezand Scheepswerf B.V., Foxtol, Netherlands	861	MAK	9M43	8.400	18,5	140,50	21,80	9,50	812	517	120	9.332	7.852										
9375252	ICE BIRD	Cyprus	Bockstiegel Reederei	EiIMSKIP	2007 / 09	Sainty Shipbuilding, China	05STIG12	MAK	8M43C	7.200	17,3	129,20	20,60	7,20	690	441	120	8.210	7.460	2 x 40									
9158977	MERKUR SKY	Germany	Vinnen & Co		1997 / 09	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	0694	B&W;	6S70MC	16.860	20,0	204,00	30,60	12,00	2604	2034	180	39.927	28.662	2 x 40	ZIM PIRAEUS-98	MERKUR SKY-99	MSC SICILY-01	MERKUR SKY-02	MSC GAUTENG-02	MSC CALIFORNIA-05	MERKUR SKY-07	CMA CGM YLANG-12	
8124929	NEDLLOYD CLEMENT	Hong Kong	Centrans Ocean Shipping	MSC	1983 / 00	Hyundai Heavy Industries Ltd. Co, South Korea	0226	B&W;	6L90GFCA	17.500	19,0	210,00	32,30	12,00	2003		123	37.581	33.405	None	CLEMENTE-88								
9146649	CHOYANG PROGRESS	Panama	CK Line	CK-Line	1996	Imabari Shipbuilding Co. Ltd., Japan	0528	B&W;	7S50MC	9.989	18,1	162,00	25,60	8,90	1160		100	17.780	13.156	None	SILVER ISLAND-04	MOL EVOLUTION-10							
9595802	SKY FLOWER	South Korea	Chun Kyung Shipping	CK Line	2012 / 04	Hyundai Mipo Dockyards Ltd. Co, South Korea	4053	B&W;	S35MC-7	5.920	16,0	149,50	22,80	8,20	1060			13.944	11.173	None									
9595797	SKY HOPE	South Korea	Chun Kyung Shipping	CK Line	2012 / 03	Hyundai Mipo Dockyards Ltd. Co, South Korea	4052	B&W;	S35MC-7	5.920	16,0	149,50	22,80	8,20	1060			13.944	11.173	None									
7428380	NEDLLOYD HOUTMAN	Netherlands	Centrans ocean shipping	Centrans	1977 / 12	Verolme Dok- en Scheepsbouw Mij. B.V., Netherlands	0904	SUL	8RND90M	39426	23,5	258,50	32,30	13,00	2714		407	49.262	52.007	None	NEDLLOYD HOUTMAN-80	LARGES BAY-82	NEDLLOYD HOUTMAN-82	LARGES BAY-90	NEDLLOYD HOUTMAN-98	ARAMAC-01	P&O; NEDLLOYD ADELAIDE-06		
7526493	ORIENTAL CHIEF	Hong Kong	Clou Shipping		1976 / 00	Sasebo Heavy Industries Co. Ltd,Japan	252	SUL	12RND90M	29152	22,5	270,80	30,70	11,50	2523		196	41.652	41.286	None	OOCL EXPORTER	SKY LUCKY-07							
8308719	C.R. TOKYO	Netherlands	Centrans ocean shipping	Centrans	1985 / 00	Chantiers d' Atlantique, France	K28	B&W;	7L90GB	21.217	20,5	243,40	32,30	13,00	2536		110	43.650	37.814	None	MAERSK TOKYO-90	NEDLLOYD TOKYO-94	SEA CAVALIER-94	RALEIGH BAY-96	NEDLLOYD TOKYO-97	P&O; NEDLLOYD BRISBANE-05	MAERSK NARA-07		
9129457	TIAN GUANG	Norway	Bergshav Managment		1996	Neue Brand Werft, Germany	1523	MAN	7L48/60	7.350	17,0	131,20	20,20	8,20	742	450	60	10.600	7.420	None									
9312468	SKY PRIDE	South Korea	CK Line Co Ltd		2005 / 07	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	451	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	962			12.400	9.850										
8320793	ASIAN VENTURE	Panama	COSCO Container Lines	COSCO	1984 / 00	Ishikajima-Harima Heavy Industries Co. Ltd, Japan	2906	SUL	7RTA76	16.918	19,3	212,50	32,30	11,60	1960		No Info	36.021	31.714	None									
9202259	WERDER BREMEN	Gibraltar	Dhle Peter		1999 / 10	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1124	MAN	8L40/54	5.300	16,5	121,40	18,20	6,70	700	400	144	7.114	6.362	None									
9001734	POL ASIA	Antigua	Oldendorff Klaus E		1992	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	678	SUL	5RTA52	7.100	16,0	165,90	26,00	9,90	1168			21.679	15.900	3 x 36	HENRIETTE OLDENDORFF	FMG SANTIAGO	HENRIETTE OLDENDORFF	TASMAN DISCOVERER	SEABOARD DISCOVERER	PACIFIC CHIEF			
9322554	HALLAND	Antigua	Kahrs Jan	Delphis	2005 / 10	Damen Hoogezand Scheepswerf B.V., Foxtol, Netherlands	847	MAK	9M43	8.400	18,5	140,50	21,80	9,50	812	517	120	9.332	7.852		HALLAND-07								
9328053	SLIDUR	Antigua	Kahrs Jrg	BG Freight	2007 / 01	Damen Hoogezand Scheepswerf B.V., Foxtol, Netherlands	863	MAK	9M43	8.400	18,5	140,50	21,80	9,50	812	517	120	9.332	7.852		BG DUBLIN-10								
9197947	SLOTERGRACHT	Netherlands	Spliethoff BV	Spliethoff	2000	Tsuneishi Shipbuilding Co., Japan	1173													3x120									
9202522	SLUISGRACHT	Netherlands	Spliethoff BV	Spliethoff	2001	Stocznia Szczecinska S.A., Poland					19,5	172,10	25,30	10,70	1136			21.447	16.639	3x120									
9333034	SAFMARINE KARIBA	United Kingdom	Safmarine Ship Managment	Maersk	2008 / 04	Hanjin Heavy Industries Co. Ltd., South Korea	172	SUL	10RT-flex 96C	57.204	24,0	299,50	40,30	14,00	6477	4720	600	84.676	74.642	None									
9150406	GRIFFIN CLIO	Liberia	E R Schiffahrt		1999	Stocznia Szczecinska S.A., Poland	170/2/02	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.800	16.801	3 x 45	DIRECT FALCON-03	E.R. DURBAN-03	MAERSK VERONA-06	E.R. DURBAN-13					
9256212	E.R. WELLINGTON	Liberia	Danaos Shipping		2004 / 07	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S178	B&W;	8K90MC-C	36.529	24,0	264,00	32,20	12,80	4334	2810	520	53.611	41.855	None	NORASIA INTEGRA-07	YM COLOMBO-12							
9202546	SNOEKGRACHT	Netherlands	Spliethoff BV	Spliethoff	2000 / 03	Mitsubishi Heavy Industries Ltd Kobe, Japan	1062	SUL		12.060	19,2	168,10	25,20	10,70	1100			21.402	16.641	3x120									
8715443	NEDLLOYD MAAS	Malta	Navigation Maritime Bulgare	NAVIBUL	1988	Meeres-Technik-Wismar, Germany	172	SUL	5RTA58	7950	16,0	156,90	22,90	8,60	1050	661	60	14.245	11.998	2 x 40	NEDLLOYD MAAS								
9450404	SOFIA EXPRESS	Germany	Hapag-Lloyd	Hapag-Lloyd	2010 / 06	Hyundai Heavy Industries Ltd. Co, South Korea	2077	B&W;	10K98ME	57.200	25,6	334,00	42,80	14,60	8580	6570	700	103.648	93.750	None									
9146479	SOFIE  MAERSK	Denmark	Maersk Line	Maersk	1998 / 12	Odense Steel Shipyard AS, Denmark	165	B&W;	12K90MC	54853	25,0	347,00	42,80	14,00	10457	6600	817	104.696	91.690	None									
9383481	MCP SALZBURG	Cyprus	Östereiche Lloyds	MCP	2008	Shandong Huanghai Shipyard, China	HCY 062	DAI	8DKM-28L	2.500	15,0	117,00	19,70	6,50	630	406	60	8.204	5.272	2 x 40									
9295529	MONIA	Isle of Man	Wrden Tom		2007 / 05	Jiangsu Eastern Shipyard, China	02C-019	MAK	9M43	9.000	18,5	140,70	23,20	8,70	855		200	12.000	9.939										
9151424	SOGA	Panama	Taga Line SA		1998	Shin Kurushima Dockyard Co Ltd, Japan	7095	MIT	7UEC50LS	9.628	18,0	150,00	25,00	8,70	1157		120	17.224	13.448	2 x 40									
9303754	MARK TWAIN	Panama	Schlter K & Co	CMA-CGM	2006 / 03	Hanjin Heavy Industries Co. Ltd., South Korea	149	B&W;	8K80MCC	28.880	22,4	222,50	32,20	12,00	3398	2542	300	43.127	36.000	None	CMA CGM RESPECT-09	EMIRATES RESPECT-09							
9226322	SOLENT	Malta	Bertling F H		2002 / 05	Jiangdu Yahai Shipbuilding Co,China	32-001	SUL	6RTA52	8.515	14,0	188,00	27,7	11,3	1874		100	35.200	23350	4 x 40	CSAV LIVORNO-09								
9454242	SONDERBORG STRAIT	Antigua	Carsten Rheder		2012 / 10	Nanjing Wujiazui Shipbuilding	WJZ034	WAR		8.262	19,0	158,00	23,50	8,60	1085	730	250	14.500	9.900	None									
8306785	SONG CHENG	China	COSCO Container Lines	COSCO	1987	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	C120/6	B&W;	5L55GB	5.502	15,6	147,50	22,20	7,10	724		20	12.739	9.683										
8514590	SONG HE	China	COSCO Container Lines	COSCO	1986 / 00	1062	B&W;	6L70MCE	11.995	16,8	192,20	28,70	10,70	1668	1180		33.265	24.438	cont										
9160700	SONG YUN HE	Panama	COSCO Container Lines	COSCO	1998	Imabari Shipbuilding Co. Ltd., Japan	1300	B&W;	6S60MC	11.769	20,0	182,80	27,60	10,00	1432		No Info	24.237	16.737	None									
9123520	NORDCLOUD	Cyprus	Oldendorff Klaus E		1997 / 03	Stocznia Szczecinska S.A., Poland	186/3/09	SUL	6RTA62U	13.320	19,0	179,20	25,40	9,90	1684		120	22.420	16.252	3 x 45	NIVER AUSTRAL-99	PROVIDENCE-00	NORDCLOUD-06	LIBRA PATAGONIA-09	NORDCLOUD-12	COAST-12			
9614531	??? CHINA NAVIGATION, OUHUA MPP 2000	Hong Kong	The China Navigation Co Pte Ltd	CNC	2013 / 09	Zhejiang Ouhua Shipbuilding Co, China	0643				15,5	199,0	28,2		2082			31.000											
9433456	SOPHIA	Cyprus	Draxl Manfred		2008 / 07	Fujian Mawei Shipyard, China	437-35	MAK	7M43	7.200	17,0	129,20	20,80	7,40	698	436	120	8.400	7.430										
9131278	CCNI ANTOFAGASTA	Liberia	Rickmers & Cie		1999	Stocznia Szczecinska S.A., Poland	B577/2/01	SUL	6RTA58T	12.000	15,5	171,20	30,60	11,7	1644		66	45.000	28.118	3 x 40	CCNI ANTOFAGASTA-99	CONTSHIP MEXICO-00	CCNI ANTOFAGASTA-05	CCNI AVILES-09	SOPHIE RICKMERS-10				
9166780	SOR  MAERSK	Denmark	Maersk Line	Maersk	1999 / 05	Odense Steel Shipyard AS, Denmark	167	B&W;	12K90MC	54853	25,0	347,00	42,80	14,00	10457	6600	817	104.696	91.690	None									
9148647	HANSA CATALINA	Liberia	Leonhardt & Blumberg		1997 / 10	Hanjin Heavy Industries Co. Ltd., South Korea	634	B&W;	6S60MC	12.268	19,5	168,00	27,20	9,20	1642	1196	108	21.520	16.915	2 x40	P&O; NEDLLOYD ABIDJAN-99	CMA XIAMEN-00	HANSA CATALINA-03	CAP LOBOS-06					
9274331	OSTKAP CARRIER	Syria	Krey Schiffahrt		2004	CSC Jiangdong Shipyard, China	JD12000-2	MAK	6M43MCR	5.400	15,0	138,10	21,00	8,10	665	542	25	12.704	9.611	2 x 120	BBC CALIFORNIA-09								
9274331	OSTKAP CARRIER	Syria	Krey Schiffahrt		2004	CSC Jiangdong Shipyard, China	JD12000-2	MAK	6M43MCR	5.400	15,0	138,10	21,00	8,10	665	542	25	12.704	9.611	2 x 120	BBC CALIFORNIA-09								
9370379	SOUTH ISLANDER	Panama	Hachiuma Steamship		2007 / 07	Shin Kochijyuko shipyard, Japan	7207			9.625	20,0	160,70	25,00	9,40	970			18.091	18.174	2x40 1x78									
9404613	DORA C	Liberia	Cosmoship Management		2009 / 02	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	480	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1049	655	180	12.400	9.850										
9264207	CAPITAINE WALLIS	Singapore	Neptune Int'l Ltd	Neptune	2003	Jing Jiang Shipyard, China	639	MAK	9M32C	4.320	15,5	109.4	18,20		519	290		5.650	5.234	2 x 40									
9359674	KOTA RAHMAT	Singapore	Pacific International Line	PIL	2008 / 01	Shin Kurushima Dockyard Co Ltd, Japan	7211	MIT	6S42MC	6.150	17,0	145,00	22,60	7,20	938	550	No Info	12.500	9.700										
9120841	SOVEREIGN MAERSK	Denmark	Maersk Line	Maersk	1997 / 09	Odense Steel Shipyard AS, Denmark	160	B&W;	12K90MC	60000	25,0	347,00	42,80	14,00	10457	6600	817	104.886	91.690	None									
8320547	SEA WOLF	United States	United States Government	APL	1984 / 06	Odense Steel Shipyard AS, Denmark	110	SUL	7RTA76	17.186	18,5	186,40	32,20	11.00	2230		100	36.026	34.318	2 x G40	AMERICAN NORTH CAROLINA-87	SEA WOLF-98	LYKE ADVENTURER-99	SPF5. ERIC G. GIBSON-04					
9449869	MEDMONTE	Netherlands	Buss Hermann		2011 / 12	Zhejiang Ouhua Shipbuilding Co, China	0525	B&W;	8L58/64	11.120	19,6	186,40	25,00	9,50	1496	1100	296	21.800	17.000	None									
9202558	SPAARNEGRACHT	Netherlands	Spliethoff BV	Spliethoff	2000	Tsuneishi Shipbuilding Co., Japan	1174													3x120									
9232644	WEHR BLANKENESE	Marshall Islands	Wehr Oskar		2001 / 12	Stocznia Szczecinska S.A., Poland	170/3/16	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.800	16.801	3 x 45	WEHR NIEDERSTEN-01	CALA PORTOFINO-02	LIBRA CHILE	AFRICAN CHEETAR-11					
9449699	SPICA	Antigua	Rass Schiffahrt GmbH & Co		2008 / 09	Yangfan Ship Group, China	2062	B&W;	8L48/60B	9.600	18,8	139,20	22,60	8,80	957	604	256	11.500	9.650										
9083043	CONTAINERSHIPS IV	Germany	Wegener H P		1994	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1072	MAK	8M601C	9.300	21,6	151,10	19,70	7,40	749		50	8.932	7.550	None	MELFI ITALIA-04								
9355460	SPICA J	Antigua	Jüngerhans & Co	C2C	2007 / 08	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	237	MAK	8M43	7.200	18,4	139,60	22,20	7,40	974	584	170	10.986	8.246	None	C2C SPICA-09								
9197911	SPIEGELGRACHT	Netherlands	Spliethoff BV	Spliethoff	2000	Tsuneishi Shipbuilding Co., Japan	1172													3x120									
9360752	SPIRIT OF SHANGHAI	Germany	E.R Shiffart	Hamburg Sud	2007 / 02	4129	B&W;	8S70MCC	21.640	21,5	254,10	32,20	12,40	3752	2800		43.000	34.500	cont	GL									
9197349	KINDIA	Marshall Islands	Columbia Shipmanagment	CMA-CGM	1999 / 07	Hanjin Heavy Industries Co. Ltd., South Korea	640	B&W;	7S60MC	15.800	20,7	168,00	28,00	8,80	1587		200	19.570	16.986	3 x 40	INDAMEX KINDIA								
9178290	OCELOT MAX	Liberia	Ahrenkiel CF KG	CSAV	2000 / 02	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	735	B&W;	7S70MD	28.337	21,5	195,60	30,20	11,00	2226	1745	300	28.337	25.900		COMANCE-03	ASTURIA-04	CSAV RIO RAPEL-12						
9387607	PANJANG	New Zeeland	Pacific International Line	Centrans	2008 / 03	437-30	MAK	7M43	7.200	17,0	129,20	20,80	7,40	698	436		8.400	7.430	cont										
9391660	BAHIA LAURA	Germany	E.R Shiffart	Hamburg Sud	2007 / 07	4133	B&W;	8S70MCC	21.640	21,5	254,00	32,20	12,50	3752	2800		50.800	34.500	cont	GL									
9319583	TINI	Cyprus	Marlow Navigation	SITC	2006 / 12	2029	B&W;	8L48/60B	9.600	18,8	139,20	22,60	8,80	957	604		11.500	10.000	cont										
9179816	WIDUKIND	Liberia	Feliz Shipping	CMA-CGM	1999 / 02	017	B&W;	7L70MC	19.810	21,0	208,00	29,80	12,50	2468	1800	0x23	33.795	25.070	cont		LYKES CRUSADER-99	TPL MERCHANT-02	TRADE BRAVERY-05	HANJIN DUBAI-07	CSAV TRINIDAD-09				
9362413	BAHIA GRANDE	Germany	E.R Shiffart	Hamburg Sud	2007 / 05	4132	B&W;	8S70MCC	21.640	21,5	254,00	32,20	12,50	3752	2800		50.800	34.500	cont	GL									
9178276	PANTERMAX	Liberia	Ahrenkiel CF KG	NYK	1999 / 11	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	733	B&W;	7S70MD	28.337	20,5	195,60	30,20	11,00	2226	1745	300	28.337	25.900	3 x 45	CANMAR SUPREME-01	PANTERMAX-02	CHEROKEE-03	COLUMBUS AUSTRALIA-05					
9204984	PUMAMAX	Liberia	Ahrenkiel CF KG		2000 / 02	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	760	B&W;	7S70MD	28.337	20,5	195,60	30,20	11,00	2226	1745	300	28.337	25.900	3 x 45	CENTURION-03	ANDALUCIA-04	SAFMARINE MONO-08	AS ANDALUSIA-08	MARFRET PROVENCE-10				
9362401	BAHIA CASTILLO	Germany	E.R Shiffart	Hamburg Sud	2007 / 04	4131	B&W;	8S70MCC	21.640	21,5	254,00	32,20	12,50	3752	2800		50.800	34.500	cont	GL									
9362396	BAHIA BLANCA	Germany	E.R Shiffart	Hamburg Sud	2007 / 02	4130	B&W;	8S70MCC	21.640	21,5	254,00	32,20	12,50	3752	2800		50.800	34.500	cont	GL									
9391672	BAHIA NEGRA	Germany	E.R Shiffart	Hamburg Sud	2007 / 08	4134	B&W;	8S70MCC	21.640	21,5	254,00	32,20	12,50	3752	2800		50.800	34.500	cont	GL									
9321897	NORDSPRING	Singapore	Pacific International Lines	PIL	2007 / 06	STX Shipbuilding Co. Ltd., South Korea	1209	B&W;	9K80MCC	32.433	23,4	246,80	32,20	12,30	3586	2501	500	45.000	36.000		NORDSPRING-11	KOTA JELITA							
9202534	SPUIGRACHT	Netherlands	Spliethoff BV	Spliethoff	2001	Stocznia Szczecinska S.A., Poland					19,5	172,10	25,30	10,70	1136			21.447	16.639	3x120									
9308584	ILLER TRADER.	Cyprus	Buss Hermann	CMA-CGM	2005 / 06	Yangfan Ship Group, China	2017	B&W;	8L48/60B	9.600	18,8	139,20	22,60	8,80	957	604	256	11.500	10.000	2 x 40	MAERSK FUJI-10								
8212673	AMERICAN NEBRASKA	United States	Maersk Line	Maersk	1985 / 00	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4007	SUL	7RLB90	20.596	17,9	289,50	32,20	11,70	4614	2600	146	59.810	57.075	None	OOCL INNOVATION-01	SEALAND OREGON-01	EDWARD A.CARTER JR-01						
9219252	BRAZILIAN EXPRESS	Marshall Islands	Oceanic Maritime	Maersk	2001 / 01	Hanjin Heavy Industries Co. Ltd., South Korea	082	B&W;	7S60MC	15.798	20,0	168,00	27,20	9,20	1638	1230	60	19.700	16.900		CANMAR SUCCESS-06	VENICE EXPRESS-08	OOCL MANILA-09	VENICE EXPRESS-10					
9070046	CONTSHIP SINGAPORE	Cyprus	Marconsult Schiffahrt		1994 / 06	A.G. Weser Seebeckwerft, Germany	1083	B&W;	6L60MC	9.000	18,3	164,50	27,50	14,50	1687	1180	152	23.456	16.236	3 x 40	CONTSHIP SINGAPORE-98	CONTI SINGAPORE-00	MAERSK BANGKOK-01	CONTI SINGAPORE-04	PRIDE OF DELHI-05	MARCATANIA-10			
9238870	PAC ANTLIA	Singapore	Danaos Shipping	APL	2002	Jurong Shipyard Pte. Ltd., Singapore	1060	B&W;	7L60MC	13.387	16,5	154,00	25,00	9,50	1040		50	16.400	11.532	None									
9243186	TMM GUANAJUATO	United Kingdom	Split Ship Managment	Hapag-Lloyd	2002	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	792	B&W;	8K80MCC	29.243	22,5	243,00	32,20	11,00	3237	2355	400	40.478	40.416	None	TMM GUANAJUATO-05	CP YELLOWSTONE-06							
9202508	STADIONGRACHT	Netherlands	Spliethoff BV	Spliethoff	2000	Stocznia Szczecinska S.A., Poland					19,5	172,10	25,30	10,70	1136			21.447	16.639	3x120									
9333060	STADT AACHEN	Germany	Thien & Heyenga	CMA-CGM	2007 / 10	Hanjin Heavy Industries Co. Ltd., South Korea	160	B&W;	8K80MCC	28.880	22,4	222,50	32,20	12,00	3398	2542	300	43.127	36.000	None									
9147203	STADT BERLIN	Antigua	Thien & Heyenga	Seafreight	1998 / 12	Mtzelfeldwerft Gmbh, Germany	222	B&W;	7L58/64	9.730	20,0	146,40	22,70	7,30	1152		200	12.920	9.826	None	SEA-LAND MEXICO-99	STADT BERLIN-01	MEKONG SAPPHERE-03						
9235608	STADT BREMEN	Antigua	Thien & Heyenga		2002 / 01	Mtzelfeldwerft Gmbh, Germany	241	MAN	5L16/24	9.730	20,0	146,50	22,70	7,30	1102		200	12.920	10.500	2 x 45	EWL ROTTERDAM-08								
9338278	LLOYD HELSINKI	Marshall Islands	Fleet Management Ltd		2007 / 01	02C-015	B&W;	6S50MCC.	9.960	19,6	147,80	23,20	8,50	1118	713		13.760	9.912	cont		FA MEI SHAN-08	CSAV ATLAS-09	APPEN PAULA-11						
9445904	STADT CADIZ	Marshall Islands	Thien & Heyenga		2010 / 09	Guangzhou Wenchong Shipyard, China	383	SUL	8RT-flex68D	24.880	22,3	212,60	32,20	10,50	2758	2300	500	41.250	35.878	4 x 45									
9320049	STADT DRESDEN	Antigua	Thien & Heyenga	PIL	2006 / 11	Aker Ostsee, Germany	126	B&W;	7L70MCC	21.770	22,0	221,60	29,80	11,10	2742	2115	400	37.854	27.786	None	SCI KIRAN-10								
9159309	STADT HAMBURG	Germany	Thien & Heyenga		1998 / 07	Mtzelfeldwerft Gmbh, Germany	221	B&W;	7L58/64	9.730	20,0	146,40	22,70	7,30	1102		200	10.500	9.842	None	CALA PILAR-01	STADT HAMBURG-02	PELOR-02	STADT HAMBURG-03	FAS GULF-03	EWL CURACAO-08			
9234379	STADT EMDEN	Antigua	Thien & Heyenga	Crowley	2001 / 06	Mtzelfeldwerft Gmbh, Germany	240	MAN	5L16/24	9.730	20,0	146,50	22,70	7,30	1102		200	10.500	9.500		MOL RAINBOW-03	P&O; NEDLLOYD ARAUCANIA-05	STADT EMDEN-07	EWL HISPANIA-08					
9235610	STADT FLENSBURG	Antigua	Thien & Heyenga		2003 / 10	Mtzelfeldwerft Gmbh, Germany	242	MAN	5L16/24	9.730	20,0	146,50	22,70	7,30	1102		200	12.920	10.500	2 x45	MELFI HAVANA-06	EWL CANADA-08							
9459278	STADT FREIBURG	Germany	Thien & Heyenga	CSAV	2010 / 05	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4170	B&W;	8K98MC-C	39.972	24,5	264,00	32,20	12,60	4308	2900	360	54.254	42.110	None									
9395094	BLUE CRYSTAL	Cyprus	Thien & Heyenga	Maersk	2007 / 11	Zhejiang Ouhua Shipbuilding Co, China	2042	B&W;	8L58/64 CD	11.200	19,0	166,20	25,00	9,50	1296	957	390	18.700	15.200	2 x 45	MAERSK RADES-09								
9395135	STADT GOTHA	Cyprus	Thien & Heyenga		2008 / 02	Zhejiang Ouhua Shipbuilding Co, China	2046	B&W;	8L58/64 CD	11.200	19,0	166,20	25,00	9,50	1296	957	390	18.700	15.200	2 x 45	MELL SENANG-12								
9147198	STADT DSSELDORF	Antigua	Thien & Heyenga	FAS	1998 / 12	Mtzelfeldwerft Gmbh, Germany	223	B&W;	7L58/64	9.730	20,0	146,40	22,70	7,30	1152		200	12.920	9.826	None	SEA-LAND GUATEMALA-99	STADT DSSELDORF-00	SEA-LAND GUATEMALA-00	STADT DSSELDORF-03	FAS GULF-06	CMA CGM IVORY			
9330276	EL LOBO	Panama	Seatrade Groningen	SAILS	2007 / 03	Kouan Shipbuilding Industry, China	403	B&W;	7L58/64	9.730	19,6	147,80	23,20	8,50	1118	700	220	13.760	9.912	2 x 45	EL LOBO-10								
9395056	STADT JENA	Antigua	Thien & Heyenga		2007 / 06	Zhejiang Ouhua Shipbuilding Co, China	2038	B&W;	8L58/64 CD	11.200	19,0	166,20	25,00	9,50	1296	957	390	18.700	15.200	2 x 45	TS XIAMEN-08								
9333058	STADT KOELN	Marshall Islands	Thien & Heyenga	Hapag-Lloyd	2007 / 08	Hanjin Heavy Industries Co. Ltd., South Korea	159	B&W;	8K80MCC	28.880	22,4	222,50	32,20	12,00	3398	2542	300	43.127	36.000	None									
9216092	NEW CONFIDENCE	Singapore	Costamare Shipping	APL	2001	Jurong Shipyard Pte. Ltd., Singapore	1058	B&W;	7L70MC	13.440	19,5	154,00	25,00	9,50	1040		50	16.400	13.764	None	NEW CONFIDENCE								
9450911	STADT MARBURG	Liberia	Thien & Heyenga	K-Line	2009 / 06	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4144	B&W;	12K98MEC	68.509	25,4	332,00	43,20	14,50	8402	6680	700	107.500	94.322	None									
9147227	STADT MNCHEN	Antigua	Thien & Heyenga	CMA-CGM	1999  06	Mtzelfeldwerft Gmbh, Germany	224	B&W;	7L58/64	9.730	20,0	146,40	22,70	7,30	1152		200	12.920	9.826	None	P&O; NEDLLOYD MUSICA-05								
9339064	RBD ALEXA	Cyprus	Thien & Heyenga		2006 / 09	Fujian Mawei Shipyard, China	437-13	MAK	7M43	7.200	17,0	129,20	20,80	7,40	698	436	120	8.400	7.430										
9320037	STADT ROSTOCK	Antigua	Thien & Heyenga		2006 / 10	Aker Ostsee, Germany	125	B&W;	7L70MCC	21.770	22,0	221,60	29,80	11,10	2742	2115	400	37.854	27.786	None	SCI JYOTI-09								
9235622	PIRSOS	Antigua	Thien & Heyenga		2003  / 12	Mtzelfeldwerft Gmbh, Germany	243	MAN	5L16/24	9.730	20,0	146,50	22,70	7,30	1102		200	12.920	10.500	2 x45	MELFI ITALIA II-07	EWL CENTRAL AMERICA-08							
9211157	ARMIN	Antigua	Thein & Heyenka		1999 / 12	Stocznia Gdynia S.A., Poland	8125/09	B&W;	7S50MC	10.010	19,0	158,80	24,20	9,70	1129	818	153	18.400	14.241	2 x 43	JORK VENTURE-03	MSC IRELAND-05	MELFI HALIFAX-08						
9440306	STADT SEVILLA	Antigua	Thien & Heyenga	Maersk	2010 / 09	Guangzhou Wenchong Shipyard, China	381	SUL	8RT-flex68D	24.880	22,3	212,60	32,20	10,50	2758	2300	500	41.250	35.878	4 x 45									
9320025	STADT WISMAR	Cyprus	Thien & Heyenga	CMA-CGM	2006 / 07	Aker Ostsee, Germany	121	B&W;	7L70MCC	21.770	22,0	221,60	29,80	11,10	2742	2115	400	37.854	27.786	None									
9365154	STAR APEX	South Korea	Namsung Shipping		2006 / 12	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	466	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850										
